ENSAPOT00000015153	XM_022192334
ENSAPOT00000004419	XM_022216457
ENSAPOT00000021526	XM_022200652
ENSAPOT00000025601	XM_022190904
ENSAPOT00000025601	XM_022190906
ENSAPOT00000025601	XM_022190907
ENSAPOT00000026472	XM_022202250
ENSAPOT00000026472	XM_022202251
ENSAPOT00000026472	XM_022202252
ENSAPOT00000003589	XM_022206848
ENSAPOT00000003609	XM_022206849
ENSAPOT00000028074	XM_022196092
ENSAPOT00000028139	XM_022196087
ENSAPOT00000028139	XM_022196089
ENSAPOT00000028139	XM_022196090
ENSAPOT00000028139	XM_022196091
ENSAPOT00000028855	XM_022203878
ENSAPOT00000020108	XM_022206150
ENSAPOT00000020108	XM_022206159
ENSAPOT00000020112	XM_022206170
ENSAPOT00000031631	XM_022214762
ENSAPOT00000031875	XM_022194596
ENSAPOT00000031881	XM_022194597
ENSAPOT00000008496	XM_022192178
ENSAPOT00000008496	XM_022192180
ENSAPOT00000008517	XM_022192179
ENSAPOT00000008550	XM_022192181
ENSAPOT00000008550	XM_022192182
ENSAPOT00000017282	XM_022195949
ENSAPOT00000029288	XM_022201162
ENSAPOT00000001156	XM_022220840
ENSAPOT00000016629	XM_022189854
ENSAPOT00000019342	XM_022198049
ENSAPOT00000031999	XM_022203191
ENSAPOT00000023750	XM_022194488
ENSAPOT00000023766	XM_022194486
ENSAPOT00000025103	XM_022206493
ENSAPOT00000028153	XM_022202182
ENSAPOT00000028179	XM_022202181
ENSAPOT00000028179	XM_022202184
ENSAPOT00000028179	XM_022202185
ENSAPOT00000028179	XM_022202186
ENSAPOT00000029579	XM_022210173
ENSAPOT00000032993	XM_022200542
ENSAPOT00000033099	XM_022194487
ENSAPOT00000034465	XM_022202183
ENSAPOT00000034465	XM_022202187
ENSAPOT00000021398	XM_022196283
ENSAPOT00000021398	XM_022196284
ENSAPOT00000021398	XM_022196285
ENSAPOT00000022321	XM_022206603
ENSAPOT00000022321	XM_022206604
ENSAPOT00000028830	XM_022190800
ENSAPOT00000032858	XM_022213880
ENSAPOT00000001095	XM_022210702
ENSAPOT00000001095	XM_022210703
ENSAPOT00000009544	XM_022198313
ENSAPOT00000007034	XM_022213420
ENSAPOT00000007034	XM_022213421
ENSAPOT00000023687	XM_022208193
ENSAPOT00000026036	XM_022216158
ENSAPOT00000026212	XM_022220643
ENSAPOT00000027486	XM_022191668
ENSAPOT00000027539	XM_022191667
ENSAPOT00000001380	XM_022201542
ENSAPOT00000001809	XM_022221632
ENSAPOT00000009745	XM_022199019
ENSAPOT00000009745	XM_022199028
ENSAPOT00000015433	XM_022205364
ENSAPOT00000015449	XM_022205365
ENSAPOT00000015715	XM_022221149
ENSAPOT00000016174	XM_022195070
ENSAPOT00000016396	XM_022204578
ENSAPOT00000017972	XM_022222447
ENSAPOT00000034018	XM_022194270
ENSAPOT00000001604	XM_022216402
ENSAPOT00000004606	XM_022196548
ENSAPOT00000015563	XM_022220459
ENSAPOT00000034721	XM_022218942
ENSAPOT00000034721	XM_022218948
ENSAPOT00000004205	XM_022194044
ENSAPOT00000007933	XM_022186807
ENSAPOT00000013355	XM_022213587
ENSAPOT00000013405	XM_022213588
ENSAPOT00000016408	XM_022212800
ENSAPOT00000016408	XM_022212801
ENSAPOT00000034764	XM_022202801
ENSAPOT00000034764	XM_022202808
ENSAPOT00000034764	XM_022202817
ENSAPOT00000005924	XM_022215698
ENSAPOT00000006399	XM_022216507
ENSAPOT00000025695	XM_022198748
ENSAPOT00000025695	XM_022198749
ENSAPOT00000025695	XM_022198750
ENSAPOT00000026680	XM_022216137
ENSAPOT00000026680	XM_022216138
ENSAPOT00000033814	XM_022208108
ENSAPOT00000034209	XM_022216135
ENSAPOT00000034333	XM_022203211
ENSAPOT00000034333	XM_022203220
ENSAPOT00000034333	XM_022203228
ENSAPOT00000034333	XM_022203237
ENSAPOT00000034333	XM_022203247
ENSAPOT00000034333	XM_022203254
ENSAPOT00000034333	XM_022203263
ENSAPOT00000034808	XM_022219819
ENSAPOT00000001477	XM_022192927
ENSAPOT00000013082	XM_022187986
ENSAPOT00000017527	XM_022192418
ENSAPOT00000026612	XM_022211338
ENSAPOT00000004679	XM_022198204
ENSAPOT00000006129	XM_022208502
ENSAPOT00000006129	XM_022208503
ENSAPOT00000006129	XM_022208504
ENSAPOT00000006129	XM_022208505
ENSAPOT00000006129	XM_022208506
ENSAPOT00000010507	XM_022200112
ENSAPOT00000010507	XM_022200113
ENSAPOT00000027402	XM_022218319
ENSAPOT00000016912	XM_022217396
ENSAPOT00000016912	XM_022217397
ENSAPOT00000016912	XM_022217398
ENSAPOT00000016912	XM_022217399
ENSAPOT00000025101	XM_022222978
ENSAPOT00000026429	XM_022197016
ENSAPOT00000029651	XM_022187002
ENSAPOT00000032220	XM_022194530
ENSAPOT00000033966	XM_022197015
ENSAPOT00000034880	XM_022205554
ENSAPOT00000034880	XM_022205555
ENSAPOT00000034880	XM_022205557
ENSAPOT00000034880	XM_022205558
ENSAPOT00000030140	XM_022210382
ENSAPOT00000030777	XM_022202090
ENSAPOT00000030787	XM_022202088
ENSAPOT00000030072	XM_022193921
ENSAPOT00000030008	XM_022208775
ENSAPOT00000030603	XM_022206332
ENSAPOT00000030603	XM_022206333
ENSAPOT00000030766	XM_022186931
ENSAPOT00000035276	XM_022206334
ENSAPOT00000013353	XM_022212713
ENSAPOT00000013359	XM_022204481
ENSAPOT00000013543	XM_022188065
ENSAPOT00000013543	XM_022188071
ENSAPOT00000013272	XM_022208666
ENSAPOT00000014258	XM_022209551
ENSAPOT00000014533	XM_022207891
ENSAPOT00000014533	XM_022207892
ENSAPOT00000014533	XM_022207893
ENSAPOT00000015515	XM_022221141
ENSAPOT00000017590	XM_022192462
ENSAPOT00000017590	XM_022192463
ENSAPOT00000017590	XM_022192464
ENSAPOT00000012937	XM_022204461
ENSAPOT00000012937	XM_022204462
ENSAPOT00000012937	XM_022204463
ENSAPOT00000012937	XM_022204464
ENSAPOT00000012937	XM_022204472
ENSAPOT00000012951	XM_022204466
ENSAPOT00000012951	XM_022204467
ENSAPOT00000012951	XM_022204473
ENSAPOT00000012970	XM_022204468
ENSAPOT00000012970	XM_022204469
ENSAPOT00000012970	XM_022204470
ENSAPOT00000012970	XM_022204471
ENSAPOT00000015936	XM_022198445
ENSAPOT00000017243	XM_022195944
ENSAPOT00000031489	XM_022198081
ENSAPOT00000014243	XM_022216699
ENSAPOT00000016838	XM_022212835
ENSAPOT00000016838	XM_022212836
ENSAPOT00000023640	XM_022219219
ENSAPOT00000013559	XM_022214385
ENSAPOT00000013593	XM_022197628
ENSAPOT00000013593	XM_022197629
ENSAPOT00000014418	XM_022215135
ENSAPOT00000014594	XM_022210983
ENSAPOT00000015820	XM_022189816
ENSAPOT00000015820	XM_022189817
ENSAPOT00000016062	XM_022195857
ENSAPOT00000012675	XM_022217308
ENSAPOT00000012675	XM_022217309
ENSAPOT00000012675	XM_022217310
ENSAPOT00000012675	XM_022217311
ENSAPOT00000012927	XM_022219711
ENSAPOT00000013115	XM_022203634
ENSAPOT00000014071	XM_022217488
ENSAPOT00000014770	XM_022200570
ENSAPOT00000014781	XM_022200561
ENSAPOT00000014781	XM_022200579
ENSAPOT00000016191	XM_022201967
ENSAPOT00000020160	XM_022191905
ENSAPOT00000025294	XM_022217632
ENSAPOT00000033075	XM_022201362
ENSAPOT00000013648	XM_022188114
ENSAPOT00000013648	XM_022188122
ENSAPOT00000014196	XM_022192043
ENSAPOT00000014794	XM_022217341
ENSAPOT00000016048	XM_022211067
ENSAPOT00000016201	XM_022203751
ENSAPOT00000016723	XM_022201368
ENSAPOT00000017214	XM_022193337
ENSAPOT00000029671	XM_022202144
ENSAPOT00000014436	XM_022205319
ENSAPOT00000016147	XM_022192478
ENSAPOT00000022442	XM_022219246
ENSAPOT00000025537	XM_022217622
ENSAPOT00000002053	XM_022203337
ENSAPOT00000005987	XM_022211761
ENSAPOT00000012520	XM_022213568
ENSAPOT00000013466	XM_022217378
ENSAPOT00000013615	XM_022200337
ENSAPOT00000013625	XM_022200319
ENSAPOT00000013639	XM_022200328
ENSAPOT00000014502	XM_022201932
ENSAPOT00000015761	XM_022200245
ENSAPOT00000000550	XM_022220816
ENSAPOT00000007291	XM_022218027
ENSAPOT00000012731	XM_022202849
ENSAPOT00000012870	XM_022220357
ENSAPOT00000013057	XM_022189720
ENSAPOT00000013373	XM_022212715
ENSAPOT00000013532	XM_022201092
ENSAPOT00000013974	XM_022215119
ENSAPOT00000014944	XM_022197667
ENSAPOT00000014966	XM_022197668
ENSAPOT00000014966	XM_022197669
ENSAPOT00000015266	XM_022209879
ENSAPOT00000016656	XM_022220493
ENSAPOT00000013979	XM_022193173
ENSAPOT00000014351	XM_022209577
ENSAPOT00000014787	XM_022199301
ENSAPOT00000015034	XM_022209855
ENSAPOT00000015053	XM_022209785
ENSAPOT00000015053	XM_022209793
ENSAPOT00000015053	XM_022209801
ENSAPOT00000015053	XM_022209818
ENSAPOT00000015053	XM_022209825
ENSAPOT00000015083	XM_022209847
ENSAPOT00000015116	XM_022209809
ENSAPOT00000015116	XM_022209831
ENSAPOT00000015116	XM_022209839
ENSAPOT00000017574	XM_022192420
ENSAPOT00000022491	XM_022220012
ENSAPOT00000010193	XM_022199261
ENSAPOT00000012599	XM_022202871
ENSAPOT00000012634	XM_022202872
ENSAPOT00000014486	XM_022218204
ENSAPOT00000017554	XM_022193432
ENSAPOT00000012626	XM_022199948
ENSAPOT00000012626	XM_022199956
ENSAPOT00000013975	XM_022197643
ENSAPOT00000013988	XM_022197644
ENSAPOT00000014297	XM_022219743
ENSAPOT00000015095	XM_022217733
ENSAPOT00000015678	XM_022195843
ENSAPOT00000015919	XM_022200250
ENSAPOT00000017027	XM_022204595
ENSAPOT00000017027	XM_022204596
ENSAPOT00000017034	XM_022204594
ENSAPOT00000017048	XM_022189880
ENSAPOT00000019281	XM_022203218
ENSAPOT00000005082	XM_022217148
ENSAPOT00000005082	XM_022217149
ENSAPOT00000005082	XM_022217151
ENSAPOT00000005082	XM_022217152
ENSAPOT00000005082	XM_022217153
ENSAPOT00000005082	XM_022217154
ENSAPOT00000005082	XM_022217155
ENSAPOT00000012558	XM_022202870
ENSAPOT00000015592	XM_022211030
ENSAPOT00000013392	XM_022196751
ENSAPOT00000013767	XM_022200375
ENSAPOT00000014207	XM_022215125
ENSAPOT00000014207	XM_022215126
ENSAPOT00000014241	XM_022215127
ENSAPOT00000014241	XM_022215128
ENSAPOT00000014960	XM_022218223
ENSAPOT00000019770	XM_022213627
ENSAPOT00000004289	XM_022198194
ENSAPOT00000004289	XM_022198195
ENSAPOT00000004289	XM_022198196
ENSAPOT00000013175	XM_022194990
ENSAPOT00000013461	XM_022207866
ENSAPOT00000013461	XM_022207867
ENSAPOT00000014592	XM_022201939
ENSAPOT00000015636	XM_022212770
ENSAPOT00000015731	XM_022195048
ENSAPOT00000015960	XM_022212780
ENSAPOT00000016791	XM_022189860
ENSAPOT00000017537	XM_022192419
ENSAPOT00000012667	XM_022216594
ENSAPOT00000012993	XM_022207096
ENSAPOT00000014887	XM_022189773
ENSAPOT00000016038	XM_022220479
ENSAPOT00000016085	XM_022203747
ENSAPOT00000016400	XM_022199350
ENSAPOT00000023168	XM_022197093
ENSAPOT00000023168	XM_022197095
ENSAPOT00000023168	XM_022197096
ENSAPOT00000023196	XM_022197094
ENSAPOT00000023199	XM_022197097
ENSAPOT00000009562	XM_022202821
ENSAPOT00000013013	XM_022218153
ENSAPOT00000013886	XM_022206226
ENSAPOT00000014080	XM_022216698
ENSAPOT00000014257	XM_022192054
ENSAPOT00000017604	XM_022192476
ENSAPOT00000004233	XM_022206005
ENSAPOT00000014858	XM_022211022
ENSAPOT00000015268	XM_022200768
ENSAPOT00000015572	XM_022221142
ENSAPOT00000019445	XM_022187401
ENSAPOT00000025429	XM_022197003
ENSAPOT00000028630	XM_022210789
ENSAPOT00000012752	XM_022201060
ENSAPOT00000013640	XM_022210338
ENSAPOT00000013640	XM_022210339
ENSAPOT00000013640	XM_022210340
ENSAPOT00000016170	XM_022195862
ENSAPOT00000016170	XM_022195863
ENSAPOT00000016170	XM_022195864
ENSAPOT00000016170	XM_022195865
ENSAPOT00000017268	XM_022199409
ENSAPOT00000032298	XM_022189329
ENSAPOT00000010655	XM_022217266
ENSAPOT00000014197	XM_022207879
ENSAPOT00000014925	XM_022208707
ENSAPOT00000014925	XM_022208709
ENSAPOT00000014925	XM_022208710
ENSAPOT00000014925	XM_022208711
ENSAPOT00000014925	XM_022208712
ENSAPOT00000014925	XM_022208713
ENSAPOT00000015438	XM_022217811
ENSAPOT00000016458	XM_022221178
ENSAPOT00000013203	XM_022205272
ENSAPOT00000015472	XM_022221137
ENSAPOT00000015623	XM_022201946
ENSAPOT00000016984	XM_022199360
ENSAPOT00000017217	XM_022217418
ENSAPOT00000026141	XM_022209721
ENSAPOT00000030349	XM_022196877
ENSAPOT00000030349	XM_022196878
ENSAPOT00000007882	XM_022194860
ENSAPOT00000012570	XM_022191608
ENSAPOT00000013399	XM_022203625
ENSAPOT00000013612	XM_022188106
ENSAPOT00000015693	XM_022215945
ENSAPOT00000015693	XM_022215946
ENSAPOT00000016494	XM_022193278
ENSAPOT00000024646	XM_022190962
ENSAPOT00000024646	XM_022190963
ENSAPOT00000033936	XM_022190885
ENSAPOT00000007145	XM_022202767
ENSAPOT00000008508	XM_022218744
ENSAPOT00000008789	XM_022197457
ENSAPOT00000010324	XM_022197515
ENSAPOT00000010351	XM_022197514
ENSAPOT00000010826	XM_022200077
ENSAPOT00000011000	XM_022218106
ENSAPOT00000007505	XM_022201691
ENSAPOT00000007811	XM_022198239
ENSAPOT00000008046	XM_022221773
ENSAPOT00000008046	XM_022221774
ENSAPOT00000009179	XM_022196639
ENSAPOT00000012444	XM_022201039
ENSAPOT00000012444	XM_022201041
ENSAPOT00000012476	XM_022201042
ENSAPOT00000012476	XM_022201043
ENSAPOT00000007577	XM_022206083
ENSAPOT00000007577	XM_022206084
ENSAPOT00000008576	XM_022202799
ENSAPOT00000008586	XM_022202794
ENSAPOT00000008586	XM_022202797
ENSAPOT00000008586	XM_022202798
ENSAPOT00000008603	XM_022202795
ENSAPOT00000008625	XM_022202796
ENSAPOT00000010813	XM_022200118
ENSAPOT00000011859	XM_022194221
ENSAPOT00000008414	XM_022213460
ENSAPOT00000008433	XM_022213461
ENSAPOT00000008537	XM_022218745
ENSAPOT00000008669	XM_022191403
ENSAPOT00000008669	XM_022191404
ENSAPOT00000009077	XM_022194126
ENSAPOT00000011027	XM_022192225
ENSAPOT00000011243	XM_022222656
ENSAPOT00000007181	XM_022203491
ENSAPOT00000007199	XM_022203492
ENSAPOT00000007248	XM_022197433
ENSAPOT00000007536	XM_022217204
ENSAPOT00000007536	XM_022217205
ENSAPOT00000009299	XM_022192200
ENSAPOT00000009418	XM_022192201
ENSAPOT00000010242	XM_022209383
ENSAPOT00000011342	XM_022216637
ENSAPOT00000011373	XM_022199640
ENSAPOT00000011373	XM_022199648
ENSAPOT00000012069	XM_022199239
ENSAPOT00000007632	XM_022198624
ENSAPOT00000007632	XM_022198632
ENSAPOT00000007676	XM_022208439
ENSAPOT00000007957	XM_022192161
ENSAPOT00000008891	XM_022215792
ENSAPOT00000009181	XM_022222618
ENSAPOT00000009316	XM_022198971
ENSAPOT00000011621	XM_022214318
ENSAPOT00000007001	XM_022206073
ENSAPOT00000007791	XM_022209356
ENSAPOT00000008015	XM_022218050
ENSAPOT00000009289	XM_022222625
ENSAPOT00000009869	XM_022189631
ENSAPOT00000011196	XM_022190575
ENSAPOT00000011196	XM_022190576
ENSAPOT00000011275	XM_022189658
ENSAPOT00000011275	XM_022189659
ENSAPOT00000011275	XM_022189660
ENSAPOT00000011275	XM_022189662
ENSAPOT00000011305	XM_022189661
ENSAPOT00000011349	XM_022189663
ENSAPOT00000012234	XM_022210930
ENSAPOT00000012234	XM_022210931
ENSAPOT00000008248	XM_022192177
ENSAPOT00000008355	XM_022191402
ENSAPOT00000008357	XM_022196620
ENSAPOT00000008357	XM_022196621
ENSAPOT00000008357	XM_022196622
ENSAPOT00000008582	XM_022221795
ENSAPOT00000010166	XM_022221826
ENSAPOT00000007357	XM_022201689
ENSAPOT00000007927	XR_002596862
ENSAPOT00000008944	XM_022193049
ENSAPOT00000009220	XM_022218758
ENSAPOT00000009859	XM_022196656
ENSAPOT00000009859	XM_022196657
ENSAPOT00000009859	XM_022196658
ENSAPOT00000009859	XM_022196659
ENSAPOT00000009859	XM_022196660
ENSAPOT00000009859	XM_022196661
ENSAPOT00000009859	XM_022196662
ENSAPOT00000009859	XM_022196663
ENSAPOT00000011392	XM_022216748
ENSAPOT00000011412	XM_022216755
ENSAPOT00000011431	XM_022216765
ENSAPOT00000011431	XM_022216774
ENSAPOT00000012034	XM_022211963
ENSAPOT00000008224	XM_022210831
ENSAPOT00000008224	XM_022210833
ENSAPOT00000008233	XM_022221779
ENSAPOT00000008831	XM_022201718
ENSAPOT00000009195	XM_022194876
ENSAPOT00000010383	XM_022201778
ENSAPOT00000010702	XM_022210870
ENSAPOT00000010712	XM_022210868
ENSAPOT00000010730	XM_022210869
ENSAPOT00000011283	XM_022206151
ENSAPOT00000011519	XM_022190582
ENSAPOT00000011532	XM_022190581
ENSAPOT00000011564	XM_022190583
ENSAPOT00000011685	XM_022210275
ENSAPOT00000011857	XM_022218857
ENSAPOT00000011857	XM_022218858
ENSAPOT00000011857	XM_022218859
ENSAPOT00000011984	XM_022201031
ENSAPOT00000011984	XM_022201032
ENSAPOT00000011984	XM_022201033
ENSAPOT00000011984	XM_022201034
ENSAPOT00000011984	XM_022201035
ENSAPOT00000008021	XM_022192158
ENSAPOT00000008481	XM_022210211
ENSAPOT00000008564	XM_022210210
ENSAPOT00000009107	XM_022207764
ENSAPOT00000007131	XM_022201684
ENSAPOT00000008321	XM_022191395
ENSAPOT00000008321	XM_022191396
ENSAPOT00000008329	XM_022191397
ENSAPOT00000008569	XM_022217236
ENSAPOT00000009565	XM_022210224
ENSAPOT00000010560	XM_022197528
ENSAPOT00000010934	XM_022210898
ENSAPOT00000012392	XM_022193146
ENSAPOT00000008590	XM_022213459
ENSAPOT00000008716	XM_022197456
ENSAPOT00000007462	XM_022212571
ENSAPOT00000010290	XM_022187444
ENSAPOT00000011909	XM_022202877
ENSAPOT00000012133	XM_022190615
ENSAPOT00000012133	XM_022190616
ENSAPOT00000009648	XM_022189626
ENSAPOT00000009648	XM_022189627
ENSAPOT00000009941	XM_022190570
ENSAPOT00000009965	XM_022190569
ENSAPOT00000009995	XM_022190568
ENSAPOT00000010341	XM_022189642
ENSAPOT00000010367	XM_022204400
ENSAPOT00000012175	XM_022211967
ENSAPOT00000012187	XM_022211968
ENSAPOT00000007186	XM_022194096
ENSAPOT00000007330	XM_022213422
ENSAPOT00000010437	XM_022210882
ENSAPOT00000010437	XM_022210883
ENSAPOT00000010437	XM_022210885
ENSAPOT00000010449	XM_022210884
ENSAPOT00000010449	XM_022210886
ENSAPOT00000012295	XM_022198380
ENSAPOT00000010001	XM_022203547
ENSAPOT00000010024	XM_022203548
ENSAPOT00000010467	XM_022192218
ENSAPOT00000012301	XM_022200164
ENSAPOT00000012408	XM_022187803
ENSAPOT00000008027	XM_022198276
ENSAPOT00000009496	XM_022197488
ENSAPOT00000009727	XM_022214266
ENSAPOT00000009727	XM_022214267
ENSAPOT00000010807	XM_022209409
ENSAPOT00000010817	XM_022209410
ENSAPOT00000010914	XM_022210896
ENSAPOT00000011344	XM_022199661
ENSAPOT00000006889	XM_022211796
ENSAPOT00000010910	XM_022218103
ENSAPOT00000011593	XM_022194211
ENSAPOT00000011593	XM_022194212
ENSAPOT00000012037	XM_022222681
ENSAPOT00000010626	XM_022197530
ENSAPOT00000010641	XM_022197529
ENSAPOT00000011061	XM_022196693
ENSAPOT00000011061	XM_022196694
ENSAPOT00000011597	XM_022221049
ENSAPOT00000011935	XM_022197614
ENSAPOT00000012176	XM_022222685
ENSAPOT00000007822	XM_022199203
ENSAPOT00000008409	XM_022190355
ENSAPOT00000008709	XM_022221797
ENSAPOT00000009422	XM_022202834
ENSAPOT00000011081	XM_022218107
ENSAPOT00000007271	XM_022205179
ENSAPOT00000007393	XM_022214953
ENSAPOT00000008848	XM_022204367
ENSAPOT00000011451	XM_022210270
ENSAPOT00000011542	XM_022198359
ENSAPOT00000011542	XM_022198360
ENSAPOT00000008401	XM_022202792
ENSAPOT00000009120	XM_022197465
ENSAPOT00000009145	XM_022197464
ENSAPOT00000009145	XM_022197474
ENSAPOT00000009167	XM_022197462
ENSAPOT00000009167	XM_022197463
ENSAPOT00000009167	XM_022197466
ENSAPOT00000009167	XM_022197467
ENSAPOT00000009167	XM_022197470
ENSAPOT00000009167	XM_022197471
ENSAPOT00000009167	XM_022197475
ENSAPOT00000009183	XM_022197468
ENSAPOT00000009183	XM_022197476
ENSAPOT00000009183	XM_022197478
ENSAPOT00000009228	XM_022197473
ENSAPOT00000009228	XM_022197479
ENSAPOT00000009251	XM_022197472
ENSAPOT00000009270	XM_022197480
ENSAPOT00000009322	XM_022197477
ENSAPOT00000009322	XM_022197481
ENSAPOT00000010107	XM_022204387
ENSAPOT00000010420	XM_022194911
ENSAPOT00000004478	XM_022214139
ENSAPOT00000005349	XM_022214903
ENSAPOT00000003779	XM_022214861
ENSAPOT00000004633	XM_022217129
ENSAPOT00000006490	XM_022206926
ENSAPOT00000003648	XM_022197326
ENSAPOT00000003671	XM_022197327
ENSAPOT00000005403	XM_022191325
ENSAPOT00000005772	XM_022209309
ENSAPOT00000005772	XM_022209310
ENSAPOT00000004944	XM_022214900
ENSAPOT00000005479	XM_022196559
ENSAPOT00000006115	XM_022198224
ENSAPOT00000006298	XM_022189559
ENSAPOT00000006732	XM_022203420
ENSAPOT00000005046	XM_022215678
ENSAPOT00000005056	XM_022215679
ENSAPOT00000005064	XM_022215680
ENSAPOT00000005792	XM_022187747
ENSAPOT00000003656	XM_022215636
ENSAPOT00000003656	XM_022215637
ENSAPOT00000004763	XM_022207638
ENSAPOT00000004763	XM_022207639
ENSAPOT00000005030	XM_022218668
ENSAPOT00000005287	XM_022201642
ENSAPOT00000006505	XM_022208523
ENSAPOT00000005625	XM_022218691
ENSAPOT00000006645	XM_022217189
ENSAPOT00000004319	XM_022194794
ENSAPOT00000004319	XM_022194795
ENSAPOT00000004330	XM_022194793
ENSAPOT00000004976	XM_022194071
ENSAPOT00000006674	XM_022206932
ENSAPOT00000006674	XM_022206933
ENSAPOT00000006801	XM_022207696
ENSAPOT00000005359	XM_022195607
ENSAPOT00000006521	XM_022189545
ENSAPOT00000003974	XM_022203392
ENSAPOT00000005596	XM_022192107
ENSAPOT00000005991	XM_022202716
ENSAPOT00000003526	XM_022210769
ENSAPOT00000003721	XM_022210758
ENSAPOT00000006849	XM_022190518
ENSAPOT00000006865	XM_022190519
ENSAPOT00000003519	XM_022205982
ENSAPOT00000005251	XM_022222506
ENSAPOT00000005355	XM_022187722
ENSAPOT00000006443	XM_022216505
ENSAPOT00000005579	XM_022206900
ENSAPOT00000005680	XM_022217989
ENSAPOT00000005949	XM_022214166
ENSAPOT00000004574	XM_022189519
ENSAPOT00000004598	XM_022189518
ENSAPOT00000005475	XM_022202695
ENSAPOT00000006088	XM_022220936
ENSAPOT00000006486	XM_022209339
ENSAPOT00000006553	XM_022209343
ENSAPOT00000006810	XM_022198235
ENSAPOT00000006810	XM_022198236
ENSAPOT00000004044	XM_022217959
ENSAPOT00000004044	XM_022217960
ENSAPOT00000004044	XM_022217961
ENSAPOT00000004044	XM_022217963
ENSAPOT00000004044	XM_022217964
ENSAPOT00000004044	XM_022217965
ENSAPOT00000004184	XM_022199129
ENSAPOT00000005853	XM_022216493
ENSAPOT00000005853	XM_022216495
ENSAPOT00000005878	XM_022216494
ENSAPOT00000003613	XM_022219480
ENSAPOT00000003912	XM_022197335
ENSAPOT00000004066	XM_022199950
ENSAPOT00000004472	XM_022192090
ENSAPOT00000005385	XM_022209301
ENSAPOT00000005399	XM_022209302
ENSAPOT00000006966	XM_022198418
ENSAPOT00000006966	XM_022198427
ENSAPOT00000006966	XM_022198436
ENSAPOT00000006966	XM_022198444
ENSAPOT00000006966	XM_022198471
ENSAPOT00000006982	XM_022198452
ENSAPOT00000006982	XM_022198462
ENSAPOT00000006982	XM_022198480
ENSAPOT00000004189	XM_022217132
ENSAPOT00000004297	XM_022207628
ENSAPOT00000006113	XM_022218701
ENSAPOT00000004345	XM_022195566
ENSAPOT00000004345	XM_022195567
ENSAPOT00000004345	XR_002595779
ENSAPOT00000004896	XM_022194031
ENSAPOT00000006684	XM_022221744
ENSAPOT00000003772	XM_022199942
ENSAPOT00000003772	XM_022199943
ENSAPOT00000004629	XM_022220198
ENSAPOT00000005194	XM_022223366
ENSAPOT00000005258	XM_022223361
ENSAPOT00000006030	XM_022202719
ENSAPOT00000001551	XM_022191235
ENSAPOT00000001551	XM_022191236
ENSAPOT00000001551	XM_022191237
ENSAPOT00000001551	XM_022191238
ENSAPOT00000001551	XM_022191240
ENSAPOT00000001551	XM_022191241
ENSAPOT00000001551	XM_022191242
ENSAPOT00000017788	XM_022214241
ENSAPOT00000018847	XM_022194621
ENSAPOT00000018971	XM_022212352
ENSAPOT00000019054	XM_022204171
ENSAPOT00000019225	XM_022213815
ENSAPOT00000019496	XM_022217822
ENSAPOT00000001859	XM_022207186
ENSAPOT00000001859	XM_022207191
ENSAPOT00000020279	XM_022189354
ENSAPOT00000031333	XM_022191163
ENSAPOT00000031679	XM_022220760
ENSAPOT00000031679	XM_022220761
ENSAPOT00000031938	XM_022199759
ENSAPOT00000001847	XM_022211669
ENSAPOT00000002353	XM_022206805
ENSAPOT00000003011	XM_022207586
ENSAPOT00000003064	XM_022213334
ENSAPOT00000003357	XM_022189254
ENSAPOT00000017722	XM_022189089
ENSAPOT00000017799	XM_022202572
ENSAPOT00000017821	XM_022202571
ENSAPOT00000017821	XM_022202573
ENSAPOT00000031732	XM_022217826
ENSAPOT00000017904	XM_022200798
ENSAPOT00000018232	XM_022203261
ENSAPOT00000018232	XM_022203262
ENSAPOT00000031895	XM_022215481
ENSAPOT00000031895	XM_022215483
ENSAPOT00000031895	XM_022215484
ENSAPOT00000003066	XM_022191283
ENSAPOT00000020135	XM_022189357
ENSAPOT00000031692	XM_022206714
ENSAPOT00000031726	XM_022204975
ENSAPOT00000031902	XM_022215480
ENSAPOT00000000325	XM_022207510
ENSAPOT00000000407	XM_022222423
ENSAPOT00000001435	XM_022210721
ENSAPOT00000002095	XM_022189467
ENSAPOT00000002113	XM_022214089
ENSAPOT00000017719	XM_022215561
ENSAPOT00000018257	XM_022221591
ENSAPOT00000019643	XM_022196643
ENSAPOT00000020412	XM_022220577
ENSAPOT00000000963	XM_022197258
ENSAPOT00000019123	XM_022220757
ENSAPOT00000019123	XM_022220758
ENSAPOT00000031499	XM_022193916
ENSAPOT00000031876	XM_022212327
ENSAPOT00000019251	XM_022216987
ENSAPOT00000019885	XM_022191122
ENSAPOT00000020363	XM_022198013
ENSAPOT00000020363	XM_022198014
ENSAPOT00000020479	XM_022197179
ENSAPOT00000000882	XM_022188488
ENSAPOT00000003043	XM_022191227
ENSAPOT00000018139	XM_022193936
ENSAPOT00000018187	XM_022193938
ENSAPOT00000020429	XM_022199735
ENSAPOT00000020553	XM_022215462
ENSAPOT00000001130	XM_022205929
ENSAPOT00000002108	XM_022197283
ENSAPOT00000002108	XM_022197284
ENSAPOT00000019986	XM_022215487
ENSAPOT00000002016	XM_022208422
ENSAPOT00000002551	XM_022219456
ENSAPOT00000003326	XM_022204257
ENSAPOT00000003415	XM_022218631
ENSAPOT00000018097	XM_022193939
